title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Serendipity in the Spotlight: Melania Trump's Fortuitous Escapes from Yugoslav Turmoil and Epstein's Modeling Web,DC Youvan,2026,0,"… linked to exploitative networks involving figures like Jean-Luc Brunel and Jeffrey Epstein, highlight the … passport was allegedly taken by Maxwell after she refused advances, with Brunel …",KQzUHlKm0iIJ,DC Youvan - 2026 - researchgate.net,[],https://www.researchgate.net/profile/Douglas-Youvan/publication/400621934_Serendipity_in_the_Spotlight_Melania_Trump's_Fortuitous_Escapes_from_Yugoslav_Turmoil_and_Epstein's_Modeling_Web/links/698b3dc612f837212a194334/Serendipity-in-the-Spotlight-Melania-Trumps-Fortuitous-Escapes-from-Yugoslav-Turmoil-and-Epsteins-Modeling-Web.pdf,unknown,unknown
Hedonism's Dance: How the Governing Classes Fell for Jeffrey Epstein.,B Kampmark,2026,0,"… unconnected to the sexual trafficking arm he operated with the incarcerated Ghislaine … mogul, Robert Maxwell. What did not seem to bother Epstein's vast network of correspondents, …",Z4H1PZAHddEJ,"B Kampmark - International Policy Digest, 2026 - search.ebscohost.com",[],https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=23329416&asa=N&AN=191359093&h=usojsztAJRSFyW20Ty1WKEW7aWEyg2FXJyBB1QJ4pdkG3EflAaXCNqFOHOvXXBH7d8JyZ%2FlYdTAKVGFa1SVbcw%3D%3D&crl=c,unknown,unknown
CBS News scrambles as new contributor's Epstein email connections surface in latest DOJ files,B Flood,2026,0,"… and would not associate with Epstein at all. Whatever growth I’ve … In November, the Epstein Files Transparency Act passed, … to Epstein's and associate Ghislaine Maxwell’s sex trafficking …",JNtY_HgiYkwJ,B Flood - 2026 - wuak.50jahre-leerdammer.de,[],https://wuak.50jahre-leerdammer.de/article/view/beta202601260059,unknown,unknown
"Conspiracy theories and human trafficking: coercive power, normative ambiguity and epistemic uncertainty",SD Watson,2026,9,"… Epstein and his partner Ghislaine Maxwell, producing an official narrative of human trafficking … to address this network of actors and narratives, the focus on how trafficking conspiracies …",18V_-JfaqgcJ,"SD Watson - Journal of Human Trafficking, 2026 - Taylor & Francis",[],https://www.tandfonline.com/doi/abs/10.1080/23322705.2023.2193926,unknown,unknown
نجمة بدون ملابس داخلية‎,S Compton,2026,0,"… The accuser, identified as ""Jane Doe,"" claims she was previously abused and groomed by Epstein and Ghislaine Maxwell, who she says trafficked her to other men, including Black. …",29JYmnU6MuIJ,S Compton - 2026 - dg7xhvf.rootandbranch.ch,[],https://dg7xhvf.rootandbranch.ch/static-assets/IND-Modern-Slavery-Statement-2024.pdf,unknown,unknown
Validating Posthumous Dark Triad Assessment Protocols: A Methodological Framework Using the Epstein Case,L Pokorny,2026,0,"… Through systematic application of established assessment instruments to the Epstein archival record, this study establishes empirical foundations for posthumous personality evaluation …",dc5PG9SxEy4J,L Pokorny - 2026 - researchgate.net,[],https://www.researchgate.net/profile/Laszlo-Pokorny/publication/400780824_Validating_Posthumous_Dark_Triad_Assessment_Protocols_A_Methodological_Framework_Using_the_Epstein_Case/links/698ff713ca66ef6ab9928e38/Validating-Posthumous-Dark-Triad-Assessment-Protocols-A-Methodological-Framework-Using-the-Epstein-Case.pdf,unknown,unknown
The Epstein Files Spark Class Conflict.,N LICATA,2026,0,"… a sex-trafficking ring that preyed on young women and underage girls. … Epstein investigative reports during his first term. But that case ended with Epstein's partner, Ghislaine Maxwell, …",Oe99qLBSOJ8J,"N LICATA - CounterPunch, 2026 - search.ebscohost.com",[],https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10862323&asa=N&AN=191618197&h=F0KnE%2FeY%2FL7DgkHBhAF3OXEAU3XZqgCCNncexmakU9mD8n4qkJF3hLQW3isR1n0K5j5CF%2F6KNwrDdh1qRuh37g%3D%3D&crl=c,unknown,unknown
הובלת פסנתרים‎,M Bacall,2026,0,"… about her involvement in the recruitment, grooming and trafficking of young women and … In December 2021, Maxwell was found guilty of being an accomplice in Epstein's scheme to …",plYelcmCyncJ,M Bacall - 2026 - w0rku5.restaurant-ameliemelo.fr,[],https://w0rku5.restaurant-ameliemelo.fr/static-assets/IND-Modern-Slavery-Statement-2024.pdf,unknown,unknown
صور بنت فلم كرتون وسخه الملابس‎,E Elkind,2026,0,… him in Jeffrey Epstein's crimes. It comes after Ghislaine Maxwell's closed-door deposition before the House Oversight Committee in which the convicted Epstein accomplice invoked the …,Kq6vAGFtPxUJ,E Elkind - 2026 - e9fymlok.rostwood.com.ua,[],https://e9fymlok.rostwood.com.ua/-/media/files/publications/reo/apd/2025/october/english/text.pdf,unknown,unknown
twihua,B Chu,2026,0,"… on sex trafficking charges, as well as Ghislaine Maxwell, who … association with Jeffrey Epstein and Ghislaine Maxwell which I … the harm caused by Epstein and Maxwell and I feel deep …",zf6HBlnOxOYJ,B Chu - 2026 - fenster-synthesum.de,[],https://fenster-synthesum.de/wp-content/uploads/2026/02/17022026-NIPV-Klimaatdreigingen-bijbehorende-cascade-effecten-en-gevolgen-voor-crisisrespons-1.pdf,unknown,unknown
"The Double Burden: Islamophobia, State-Sponsored Violence and The Asymmetric Information War in the 21st Century",FH Khan,2026,1,"… a network of high-level Western political, financial, and cultural elites implicated in systemic organized crime, including human trafficking, … is applied to the Epstein network (a case of …",NbJylWi5r34J,FH Khan - 2026 - researchgate.net,[],https://www.researchgate.net/profile/Fahad-Khan-119/publication/403963345_The_Double_Burden_Islamophobia_State-Sponsored_Violence_and_The_Asymmetric_Information_War_in_the_21_st_Century/links/69e4a79ab1056332819d9f1c/The-Double-Burden-Islamophobia-State-Sponsored-Violence-and-The-Asymmetric-Information-War-in-the-21-st-Century.pdf,unknown,unknown
